Ten_Bai,Seller_ID,Total_Revenue,Total_Orders,Total_Items_Sold,Avg_Item_Revenue,Seller_Rank
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1cbd50a8c52e6cf8e315c5709fab386f,1006.66,9,9,111.85,1542
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,134a288e7de827ec5ec62e3ec9c3a295,1004.0,9,9,111.56,1543
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f783a638e9c6af4a7d0dbfde811e7a81,1002.9,5,5,200.58,1544
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c6a7539d424a8402232c2228d7a03c5e,1001.32,10,15,66.75,1545
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d4f117125b59ce73c3302f88ee40c458,998.61,17,17,58.74,1546
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,eddd1991bd6d9309995a480c39b95137,998.41,3,3,332.8,1547
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e51f22821f0c12a16ad5c020cdcd55e9,996.84,4,4,249.21,1548
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,340636a908b13bbe0f4fb63fbe1d0c03,993.15,5,6,165.53,1549
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fe1b067411b8c5066e962aa146ccee03,990.88,8,8,123.86,1550
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0aa2205ca24f113f4658a5c536667426,988.1,4,11,89.83,1551
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,69b5eaa096c3f9d1e5c398c597f567d6,987.02,2,2,493.51,1552
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d9e7e7778b32987280a6f2cb9a39c57d,986.39,11,13,75.88,1553
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6f83d9e4da896daae20b9b6b2d3ff8d2,985.04,11,11,89.55,1554
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b19c48688808720822399ffa9f2dbe2f,984.81,1,1,984.81,1555
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,da6a60cc8cc724fe51be021ff8be779c,984.58,12,13,75.74,1556
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,39c763cca83e654764b7a4a650fb9b7c,984.21,11,11,89.47,1557
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,160e4f13fd3a64b1b86807be88b5ffb0,980.45,4,4,245.11,1558
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e9729944ba65dc3ce425e0c5a22ae7b2,978.43,4,4,244.61,1559
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,297d5eccd19fa9a83b2630071ff105e4,976.73,8,8,122.09,1560
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5c3460cd3e8a984382ae254e7dd20d9f,974.3,9,10,97.43,1561
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ca77545ca4d2dfd1431bf61334e2fa3c,973.71,6,10,97.37,1562
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,efff9341f3f8f5237b44ff67ed36a7bf,972.65,5,5,194.53,1563
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,41c2bad7229b0c25e6becf179ebf63ff,971.92,20,23,42.26,1564
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ac6417315ae5da8f9a38ee11de6f7780,971.43,8,8,121.43,1565
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c8025364abeecb115431bf95c11a747f,971.28,2,2,485.64,1566
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c89cf7c468a48af70aada384e722f9e2,971.01,14,14,69.36,1567
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8d46553a36e68f95350a200c12f8f2e2,969.6,13,16,60.6,1568
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,562f8cfc51f265411f487d07e9c40e7f,966.25,13,13,74.33,1569
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e8a85b5f3df47be0984c55fd4064dbb4,965.99,8,14,69.0,1570
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d0d70d21e2234dd7cd3cf63fe414148a,964.99,8,9,107.22,1571
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b2c97074649f92197d9387d9033dda5f,964.08,10,11,87.64,1572
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,87d3c3aeb3ead335511b3ce315eb341e,963.06,15,15,64.2,1573
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,40536e7ca18e1bce252828e5876466cc,963.0,2,4,240.75,1574
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ba5daa4041e1f15cdf34b76e3e18a450,959.35,15,15,63.96,1575
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0aa124728afc1131dff5655f4c6f487b,958.78,2,2,479.39,1576
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3492e68f37fd1df87f4f2f2ea247f445,957.26,8,9,106.36,1577
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6861de0f40cacb0602e473c51639f980,949.73,5,8,118.72,1578
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7dc9a3355bae96dd82008b313d3a456c,949.62,1,1,949.62,1579
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a1544b9ea0b2390e020537d4daa89049,948.53,8,8,118.57,1580
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6d22a1fcebb6dd08c9cd90b92a93e8d0,946.43,12,13,72.8,1581
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8a40ae794fa3f9892cee24bd5af0488b,946.26,6,6,157.71,1582
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1961c3e1272bfeceb05d0b78b5bbfdaf,945.43,3,4,236.36,1583
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2dd1fb6f0e42a2243b8a01e40cd41216,942.73,4,5,188.55,1584
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a247197e2e9c19a6a53a6888cb8b660f,941.07,2,2,470.53,1585
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e5cbe890e679490127e9a390b46bbd20,937.71,2,2,468.86,1586
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2b03ac196f5ed62ac483960fe0fa3b65,935.19,7,7,133.6,1587
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a72c2f59332659e361d647515c698798,933.93,5,6,155.66,1588
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0d33a55da925bbf1ff02af5f6059fc7f,932.91,22,24,38.87,1589
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5a413ade68e8f8d93071a7f52a64cb9e,932.67,14,14,66.62,1590
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6e864f5c4669eff3d98140a07cc50202,932.36,13,13,71.72,1591
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,eba88037e1dca898cd02881f67ced679,931.57,6,6,155.26,1592
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,52a52b9f656520e99716f5bc40f661c8,931.22,7,8,116.4,1593
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2c43fb513632d29b3b58df74816f1b06,930.17,3,3,310.06,1594
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1430239a858e7682bbc43b20758af153,929.54,18,23,40.41,1595
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e1c76f339ebd5460999f25a2aa8c92c5,928.7,1,1,928.7,1596
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5962468f885ea01a1b6a97a218797b0a,928.04,8,9,103.12,1597
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,11eac105f3f90a9b87b19c89d91e24f3,927.83,5,5,185.57,1598
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,32e5635e63cb374eb63afdd242fb6134,927.82,1,1,927.82,1599
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,75a4764c108403a7a0575140cb22287c,927.05,5,9,103.01,1600
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1cd9e0cc1839d55516843def5600816d,926.72,5,5,185.34,1601
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,14ee35374a7876217954b5fa08e50463,923.05,6,6,153.84,1602
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,134b867a0f7f8bbe6abf10f91874891e,922.84,1,1,922.84,1603
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9c7fd21e0aa159b20da593371f08ff7c,921.8,7,8,115.23,1604
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4deebb3199eeafb282ae33229144f94b,921.49,4,5,184.3,1605
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a3b42d266fa8afc874b909422ce88582,921.24,1,6,153.54,1606
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,024b564ae893ce8e9bfa02c10a401ece,918.4,2,8,114.8,1607
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c8cc60ffd415254af5d9b9f34f32c369,916.23,8,9,101.8,1608
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,638cba8be1fb599bbb76fd6948351eb3,913.87,17,26,35.15,1609
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ba6b4a237f92479743cf0ca06b67a9ac,913.71,8,8,114.21,1610
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a1bea7061f61f6fdd9a85a6325ba1033,910.88,9,9,101.21,1611
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1099a00e0ee3a50935e6c2447ca090c5,910.83,3,3,303.61,1612
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,39d61be7a92eb77b7da367bd4845bc0e,909.62,7,14,64.97,1613
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7c51de0ab286204ce75ff42bf7c10d92,908.64,4,4,227.16,1614
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4c61e37f664c3c88aff092aa5ac779d7,908.17,7,8,113.52,1615
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d29ba1220fb8634fa3a107e54497b8a4,907.86,9,9,100.87,1616
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,25be943a321c8938947bdaabca979a90,907.55,5,5,181.51,1617
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c00396cbdd2e088fe4281baa5920aef1,905.85,1,3,301.95,1618
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dc64d75cc406bb0697be983831430e60,905.55,4,4,226.39,1619
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,49383af7ab774e4e8f3000f49c83dc4b,902.23,8,12,75.19,1620
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,59cea8e446d3834393058e7e0666b6fb,901.14,10,10,90.11,1621
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b16d3dadc47d4eb18be3d88bad0775ce,900.54,10,11,81.87,1622
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,28ea411b354f14b1a494be4e79f0ce02,896.93,6,6,149.49,1623
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,71271995e85f5b8530be99ed54a91b89,896.83,8,8,112.1,1624
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,365e4bce19bda0082c3d15d83fdb8bcd,895.02,6,7,127.86,1625
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ef30892870c278497523264be1be2241,892.54,9,9,99.17,1626
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0d4c8269e7f0401201794deef160edd6,892.03,3,4,223.01,1627
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,253f95b3a0e6983ae18aed49fbc2b845,890.94,5,5,178.19,1628
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,07de60b03d150fb3ea09eab5da5e4c8b,889.0,9,9,98.78,1629
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,312ba1d77e9c332ef21f9598b7f64cd7,888.05,9,10,88.8,1630
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5acd070dd3fe441bbb2ec1f1ede515ee,886.37,7,8,110.8,1631
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,400f221ab83037c0ea78f1267da9624d,885.8,1,1,885.8,1632
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5f06030071324cc52bf0304014ac7234,884.31,4,4,221.08,1633
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fd435faa3c0422b60440ea3480d0e77c,882.87,1,1,882.87,1634
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7a91bf945c6fae0779f1c61ce97fe45c,882.07,5,5,176.41,1635
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5996cddab893a4652a15592fb58ab8db,880.75,1,1,880.75,1636
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f435898e493ba0356019a0b1cb8b55b1,880.68,10,12,73.39,1637
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cd3d09fbe6e3e9ff0c0ac0c300e93ae7,880.23,12,12,73.35,1638
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6e1862e15f33d9994bc25922a85e1efc,879.96,8,14,62.85,1639
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,014d9a685fd57276679edd00e07089e5,876.81,11,12,73.07,1640
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ba6ce6de456f6c11d08c17701ba5c26f,874.51,6,7,124.93,1641
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7210cd29727d674c00741e5e387b3ccd,874.18,9,13,67.24,1642
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b7cc6c5e001441ae8cdd5c69a480cbe4,872.3,6,6,145.38,1643
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c7fdb77fdbff3c41981bc52f787e959e,871.88,10,12,72.66,1644
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e560e4022d8f7aebf155db95946c5c0f,870.21,2,2,435.11,1645
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,70bf57d811208f8923b41bbd499a67a4,869.73,7,7,124.25,1646
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f19516b9ff26bfeb091b30108db4ddbd,869.44,5,5,173.89,1647
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c6218512d16fcac0af02fe92691cf274,868.64,8,8,108.58,1648
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,68ca56ce86830f3d31b1b7ec6a54da3e,862.96,6,6,143.83,1649
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,458c6fa920810ce2492da71bc26d9eec,862.37,2,2,431.19,1650
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fe1bbc5feda5c8979a8a1b3b2512d5a6,862.25,9,10,86.23,1651
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9aa388272ee334b6ae07bc73706e254a,861.46,6,7,123.07,1652
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7bcd7c5f8631701474db233ccf1c094b,860.94,11,11,78.27,1653
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bc503e244f187939d10c92a5c8e378ce,859.8,7,16,53.74,1654
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aac51c486b672a9850d59f3e84b1cf88,859.57,10,13,66.12,1655
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,52956b80ae65fda598f06f6b9943e7a9,858.85,3,3,286.28,1656
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3d68c634a99a1ba46dbca3967a69c623,857.7,2,2,428.85,1657
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6b15924333bd1a741595fe981ea04822,854.46,21,21,40.69,1658
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,89a51f50b8095ea78d5768f34c13a76f,854.26,10,11,77.66,1659
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bdae679a9b282249bc23b9b69dae9a99,851.98,6,12,71.0,1660
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3969863bb8af7f72580b3b1ffd3a17b3,850.02,12,13,65.39,1661
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4a1917ef994878940e1fb03eeb787ad7,846.62,2,3,282.21,1662
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,be8e909810184b9b19e886129149d8e5,846.08,15,15,56.41,1663
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6bb62a4912377c7bfe7cb17b406bc7e6,845.39,4,6,140.9,1664
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8bd0e3abda539b9479c4b44a691be1ec,845.34,7,13,65.03,1665
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9dc79dd988ac42f4d56c340d7048420a,843.93,4,4,210.98,1666
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,da03c298e3999e9d828591fc2179d109,842.48,4,5,168.5,1667
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,21c62b998a043ebe31161d38f84929fc,841.33,4,4,210.33,1668
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2ba91c7ad80ff88b23b7db823b43c233,840.33,6,6,140.05,1669
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c522be04e020c1e7b79f3acff36513d5,838.3,7,7,119.76,1670
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e73bf2cea7fe4b0b4d287a7568ed1099,837.83,4,5,167.57,1671
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,236585a4ddb5fea9fa40233e2249ed91,837.67,11,11,76.15,1672
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,851773c885feb5e2da3b4f82bc2b17ce,837.13,10,10,83.71,1673
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7354220fb240bde543b3c40c060d41e7,837.13,7,7,119.59,1674
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,43402bdf22aa2310e8f99e2f94f78628,837.1,4,5,167.42,1675
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5f7300535881cef3b625fd683cf7d145,836.83,10,11,76.08,1676
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6524b847b982cd56bb5d4b02b776ee42,834.94,1,2,417.47,1677
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ac51cac5e20d69ff485a54746488ef48,833.77,4,4,208.44,1678
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f9eedec3129e8cc6b6429c42d0808c5b,833.15,2,2,416.58,1679
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ba6b68b55fe8704377a7d43c8e5c0185,832.22,5,5,166.44,1680
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2305ab43e846518f58dd9d59f3f54e96,831.26,3,3,277.09,1681
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,11742f81550ac064cc9a40f67151d9ad,831.01,2,2,415.51,1682
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ad273c9eb54ecb4532de4bf75bae9e4e,829.75,10,11,75.43,1683
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,de09d00cfc265b8804c7df34075a68fa,827.97,3,3,275.99,1684
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b0b346d3a89f5eb4c2968af3f083cd43,826.6,11,12,68.88,1685
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,55c26bcb609f480eb7868594245febb5,826.23,6,6,137.71,1686
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bd1d49a326abfa9b1036772e40445430,826.2,12,13,63.55,1687
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a56e351445e5863fc8960640ba9190c7,825.98,3,4,206.5,1688
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,94231344608e603693b0a8891143f65d,824.18,3,3,274.73,1689
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,83d7070a0b9a8b4625fa8682b819fabb,822.4,2,2,411.2,1690
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5ef131ac72773e5b3f6c0d63cf424657,821.99,10,11,74.73,1691
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,13f57c12a00ed4610db646b913a7f5c6,821.15,7,13,63.17,1692
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0d83f8e03188682112cc0d93523705cc,820.57,4,8,102.57,1693
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2063dd1b9f568df1c16741ea7d3e6adb,820.27,3,3,273.42,1694
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9535a841eecebed61a9fb1ac1cbb5597,818.33,2,2,409.17,1695
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ed8cb7b190ceb6067227478e48cf8dde,816.21,15,17,48.01,1696
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8e29d051f810eb22959ede205b462b9f,813.28,2,2,406.64,1697
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,191d55f7edb8524d525ed01b20fe32e8,812.8,3,3,270.93,1698
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a254c682cc01e119f83530446f1df9a9,809.42,6,7,115.63,1699
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,38102b031c2a15e54623d711bfc753d3,809.41,9,11,73.58,1700
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8c0de775f52fe41590b376a3b7c50f68,808.03,9,9,89.78,1701
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0a85ebe4e328db81ac9109781205e2f7,805.65,12,12,67.14,1702
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,38e6dada03429a47197d5d584d793b41,803.05,7,12,66.92,1703
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d79e8478eed9999493990b44955fb22e,802.61,5,5,160.52,1704
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fac35d150712afb921ec59ac5f39bb11,800.64,5,6,133.44,1705
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,179d859f51292aac5c10806a356f7af9,800.27,18,19,42.12,1706
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,73b8eb4a9a729d4019b24ed1be748cbf,797.98,8,8,99.75,1707
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8d899e15a5925f097cca50faa49b15e3,795.98,4,10,79.6,1708
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8759e7aedd644f487315e5860962f162,793.34,3,3,264.45,1709
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,56db5c0782e8f7ddc9343f9576ff6d16,791.95,2,2,395.97,1710
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2059c39f76271d4ca3f15b5ffaccc8b8,791.29,12,12,65.94,1711
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1d29dfba02015238dfbe2449a5eaa361,789.92,12,12,65.83,1712
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cf654707ed6a99f112c7ec3d6f314b8b,789.54,3,4,197.39,1713
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b7ed9fb14c8eadb37adb9c45d67ab0fb,787.75,7,11,71.61,1714
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e4ebd3f87bf70440014f07ddda7fbe03,787.26,7,7,112.47,1715
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8c91bfea4263b8fba54081460693e2a1,785.75,2,2,392.88,1716
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5bba18b40e8c973b0f32e748004775b0,784.8,1,1,784.8,1717
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6824a69c9ea0313eba299dd4a2dba09a,784.08,6,7,112.01,1718
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0b36063d5818f81ccb94b54adfaebbf5,783.0,1,15,52.2,1719
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d558ebe531605a1285ab2b1bc3256dfb,782.23,3,3,260.74,1720
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2aa3443d7bf9d9bb11133f420d75e083,781.12,10,10,78.11,1721
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b4b447d715f9ab302a188fb43d3e96b3,779.66,5,5,155.93,1722
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,48fb026ed7455a42f5d3e9390ed5088e,779.14,11,11,70.83,1723
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7b98de631987e26dd6d803490c43a13c,778.63,8,8,97.33,1724
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d94ba08b99bedd6a5f6c875ecc4a6fac,778.27,9,10,77.83,1725
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c447f8dd3ed213f291d65ef074a268eb,777.23,7,8,97.15,1726
